baseMean log2FoldChange lfcSE stat pvalue padj
CGI_10000388 37.9806290449457 1.3214527391509 0.482892502716395 2.73653604418662 0.00620897925760388 0.0396379139947455
CGI_10000402 1207.15861590354 1.95953417182635 0.462225164574538 4.23934982776204 2.24168094025105e-05 0.000553760118562358
CGI_10000408 243.177409971667 2.72373483019721 0.532178293440826 5.11808704670528 3.08650154724041e-07 1.61494299976072e-05
CGI_10000417 56.2279135354197 1.16959073213117 0.402969257106329 2.90243166570535 0.00370277932395445 0.0269882221620702
CGI_10000492 177.98071665007 2.99883946878521 0.814487561035968 3.68187264268458 0.000231527068253922 0.00344768273898703
CGI_10000513 3651.55580617634 2.66918094861602 0.521811961230288 5.11521610643579 3.13381955155705e-07 1.63498930396752e-05
CGI_10000514 751.769826254919 2.55784979175847 0.518058820401552 4.93737330787237 7.91818124973705e-07 3.55524318631007e-05
CGI_10000515 303.43733122734 2.35276688315519 0.523191073010484 4.49695532765339 6.89334642608938e-06 0.00021205452155939
CGI_10000516 333.21465338351 2.3026614344032 0.611325756563741 3.766668440974 0.000165440478400244 0.00268430502755571
CGI_10000517 357.483882109187 1.77472299510106 0.567800092572231 3.12561237364592 0.00177435263556852 0.0159797353429474
CGI_10000536 342.883457452403 -1.13244260838804 0.333698476817928 -3.39361036102638 0.000689777587706758 0.00795065081979724
CGI_10000544 46.5069495913833 1.80935269919851 0.564972350773674 3.20255088009312 0.00136216235023282 0.0130984167923676
CGI_10000555 50.9938685345898 -1.66049236834094 0.528974527601869 -3.13907812512043 0.00169480256417639 0.0154727309254005
CGI_10000580 89.4693649848414 1.24645481598106 0.398371460313808 3.12887578592903 0.00175476470840247 0.0158741943426782
CGI_10000585 23.3078848205551 1.82482762622722 0.534014061410729 3.41719021668922 0.000632710553644755 0.00746911106110154
CGI_10000590 43.7304237649256 1.53520269125339 0.461855662466329 3.32398802486331 0.000887400063481529 0.00959609141979142
CGI_10000602 1092.82260758844 1.18897475158684 0.397247794682608 2.99303046486841 0.00276222174975729 0.0216839984119239
CGI_10000610 57.1829180336896 -1.33550003000407 0.466500819495173 -2.8628031810304 0.0041991131289716 0.0293453032985405
CGI_10000618 315.021669143991 0.975457818529429 0.302816893655814 3.22127939017216 0.00127619671496417 0.0124822189788054
CGI_10000627 66.1115743604096 -1.27498780844494 0.407649778290569 -3.1276548555759 0.00176206968371888 0.015908738323072
CGI_10000692 124.770505955575 1.32997672903515 0.482983678171188 2.75366806197488 0.00589315045358566 0.0381855958726985
CGI_10000696 143.238180507478 -1.6511881001654 0.500474254045723 -3.29924683800927 0.000969446258634355 0.0102511742992227
CGI_10000725 267.002414202418 2.28573600865751 0.549277461862728 4.161350441917 3.16371160701908e-05 0.000722520099836961
CGI_10000738 290.845285020988 0.856260787554539 0.31842107725199 2.68908325712659 0.00716485468497215 0.043711391686947
CGI_10000748 210.57903985941 2.32076526533252 0.65477085119238 3.54439306683591 0.000393518096164066 0.0051735804156081
CGI_10000760 21.0835367648447 1.6056475878025 0.543215476668785 2.95582076867355 0.00311838245948099 0.0237091088502248
CGI_10000839 500.827421642508 1.24990895159617 0.418374722563645 2.9875345812892 0.00281237475858865 0.0219147966167106
CGI_10000840 27.2183989399524 1.51633280069566 0.522423909279761 2.90249503087664 0.00370203032952569 0.0269882221620702
CGI_10000852 792.560558296959 -1.50964369850691 0.341118326916183 -4.42557194787674 9.61870904585813e-06 0.000275453125294322
CGI_10000853 128.788867607267 -2.02588482791523 0.386708023455195 -5.23879698645547 1.61626714885521e-07 9.28637542867569e-06
CGI_10000860 414.607943628221 -1.46718924202061 0.461752221584605 -3.17743840405494 0.00148582247702921 0.0140943536535749
CGI_10000871 96.1207314811452 -1.62516731069357 0.419533249216844 -3.87375092135683 0.000107172950772903 0.00189467584638056
CGI_10000877 295.12715426715 -2.2025698831592 0.527735075760297 -4.17362798935811 2.99787120132871e-05 0.000699606035106994
CGI_10000886 102.389985335235 -1.9785276802032 0.481490667655068 -4.10917139856299 3.97081290599574e-05 0.000867558112169177
CGI_10000890 91.014160905028 1.53506098867827 0.378642241933516 4.05411974332173 5.03234357158829e-05 0.00104539164629013
CGI_10000909 89.9020615027348 1.33903408509126 0.504814320378756 2.65252793162959 0.00798915175465427 0.0471557344790322
CGI_10000936 66.5691900195826 2.30746919707326 0.744057143347907 3.10119890347498 0.00192738776529532 0.016972061458702
CGI_10000942 63.3347561398958 -2.91524598018718 0.43785166390079 -6.65806760722447 2.77451155039403e-11 4.62147079898661e-09
CGI_10000947 876.437163329129 -3.50410801855486 0.36411002969036 -9.623761316146 6.34669634693709e-22 6.77827169852881e-19
CGI_10000948 400.44902841421 -3.75706969128834 0.433207157244418 -8.67268610054052 4.22044219449043e-18 3.06505393932673e-15
CGI_10000968 298.909228455036 1.52973665780137 0.534050647283335 2.86440371448476 0.00417795150556638 0.0292311705337431
CGI_10000982 609.716906358049 1.64712780700967 0.546175567304908 3.01574787597584 0.00256346315329749 0.0206946362878031
CGI_10000985 94.3336777343323 1.76074715036991 0.494376679374797 3.56154977333599 0.000368672198107221 0.00492902240709477
CGI_10001013 153.847066842249 -2.53384521865941 0.363380932132508 -6.97297242260208 3.10313473292644e-12 6.40233116034232e-10
CGI_10001020 39.1472735436777 -1.75363751834887 0.647094101771804 -2.71001932106512 0.00672792888316146 0.0418329715077669
CGI_10001025 40.3734320220423 1.65262200755687 0.563559450088737 2.93247146737873 0.00336275820505621 0.0251148654755247
CGI_10001043 95.8981788442171 -2.48431384719402 0.425568512171015 -5.8376354832279 5.2946836453548e-09 5.08625800344242e-07
CGI_10001049 1077.78634995234 1.53896642665984 0.425565705364504 3.61628394219804 0.000298862544843104 0.0041675486667983
CGI_10001070 226.956878676262 -1.62797967515117 0.508473870362894 -3.20169780600386 0.00136620239258352 0.0131242172697071
CGI_10001089 368.448025177355 0.988031514889974 0.349334496166439 2.82832507448457 0.00467922653488823 0.0319503711799288
CGI_10001110 1127.10610760973 1.17626854093483 0.365529456859944 3.21798563387883 0.00129094283570913 0.0125742264619822
CGI_10001130 125.039267631003 1.22153485609671 0.445640454265555 2.74107712709764 0.00612381308961036 0.0392044959291134
CGI_10001131 98.2646156150352 1.71053647848361 0.507877380530193 3.36801075231568 0.000757126432705634 0.00856472742193364
CGI_10001132 52.7615150971797 2.25631252484516 0.459484678179173 4.91052832008758 9.0831336259675e-07 3.94166298768497e-05
CGI_10001139 20.4095790529356 -1.61644421114651 0.534754353871973 -3.02277896279365 0.00250465114028379 0.0203540671285976
CGI_10001174 58.8972853802329 1.35696769277302 0.44507470905327 3.04885374336245 0.00229716287539167 0.0191142480135707
CGI_10001203 1155.55451101893 -1.86614719749845 0.415096319795408 -4.49569680217408 6.93424876361768e-06 0.000212665913095004
CGI_10001212 123.535391891926 1.10582495256232 0.387039768593666 2.8571352152788 0.00427483688344163 0.0297713611261091
CGI_10001221 23.3282198809947 1.75306030047453 0.529207589038525 3.31261368276959 0.000924285534673958 0.00989826068162682
CGI_10001223 395.530589228283 -1.00523314562947 0.368951429725885 -2.72456769276193 0.00643857301808113 0.0406115037735602
CGI_10001233 18.6041640880316 1.7211595203208 0.584135036613397 2.94650964663832 0.00321382394447837 0.024211696073008
CGI_10001237 690.466642634067 -1.7350999546258 0.343135119741259 -5.05660847520985 4.26778159558431e-07 2.13459621623771e-05
CGI_10001245 1173.99089850827 3.23457715588032 0.506896960454851 6.38113346147875 1.75782025712846e-10 2.47402981305614e-08
CGI_10001246 512.168480311386 -1.97546683195797 0.40446023224881 -4.88420535431708 1.03846802807672e-06 4.41555632734447e-05
CGI_10001259 52.5943510957688 -2.0960179215975 0.599723944581809 -3.49497121222843 0.000474112889445347 0.00596534554453896
CGI_10001270 131.780535421719 1.45455176482007 0.449725730259146 3.23430852840443 0.00121937651614866 0.0120978142225109
CGI_10001272 296.435311369963 -1.29415523803684 0.417383673132515 -3.10063694711404 0.00193104895067177 0.016972061458702
CGI_10001329 26.647754511162 1.93509815685217 0.567639330994183 3.40902761875745 0.000651948789326591 0.00763510980713417
CGI_10001331 110.804896086175 -1.52986708961561 0.418550328207283 -3.65515682706133 0.000257024810999905 0.00374521867457004
CGI_10001345 62.9502192707257 1.13146761553818 0.396579735452139 2.8530646283482 0.00432998145333079 0.0300911395872633
CGI_10001347 617.068797720814 -1.57109250653801 0.319039349994445 -4.92444742808485 8.45990682349813e-07 3.73717927706648e-05
CGI_10001358 861.10188820419 0.971609572675011 0.311128422265682 3.12285700419014 0.00179104743132203 0.0160868013467598
CGI_10001360 25.570145272318 1.55870599883289 0.547016644617679 2.84946722219449 0.00437925178732732 0.030358799332079
CGI_10001372 54.3919965002191 1.30877379676241 0.448480136977359 2.9182425014031 0.00352010475272973 0.0259484457533743
CGI_10001377 23.8240129905514 -1.62431886406968 0.514482440203159 -3.15719009462843 0.00159297462182923 0.0148086394039416
CGI_10001400 358.125801845034 -0.95586988149473 0.327268802362202 -2.92074855469062 0.00349191529845406 0.0258350505944303
CGI_10001405 276.139343570825 -1.98422228318256 0.504742083738486 -3.9311607791567 8.45367121722039e-05 0.0015742036371267
CGI_10001432 8110.70870098469 -4.47669752411488 0.371939604916984 -12.0360872166707 2.2958931929723e-33 2.08421184058025e-29
CGI_10001441 46.2480488833555 1.47937945409991 0.413889020621054 3.57433848300699 0.000351114474663529 0.00473965383047661
CGI_10001446 587.714116584578 -1.12185970691558 0.358639594894516 -3.12809774181668 0.00175941661601811 0.0159083506376617
CGI_10001451 498.902465657805 0.925474963518296 0.337019067948013 2.74606113284087 0.00603155233748015 0.038764199730722
CGI_10001460 37.7655707114391 1.80544904275687 0.528177915133392 3.41825924755091 0.000630230461377649 0.00745923354418031
CGI_10001464 183.044747370122 0.983773978800823 0.3224172546023 3.05124482253378 0.00227894669211213 0.0190066749920158
CGI_10001476 18.8251684370539 -2.0810466019734 0.637456618032433 -3.26460898374031 0.00109615284160725 0.011189504777348
CGI_10001481 26.2027748453284 2.21864925030299 0.600880226244777 3.69233193804449 0.000222207178720374 0.00335082519671687
CGI_10001489 49.4899107451262 1.34484641632782 0.460595157235528 2.91980146816899 0.00350254440682675 0.0258885506932909
CGI_10001497 7147.62492329316 -4.30137890316825 0.716268352804632 -6.00526169601896 1.91023542436271e-09 2.06441871218627e-07
CGI_10001530 245.179503912143 1.399061838609 0.448386196424746 3.12021612120215 0.00180718394343674 0.0161870901218734
CGI_10001538 1677.54466173918 -1.470053490471 0.376339902803781 -3.90618555066554 9.37645225053619e-05 0.00170238867060735
CGI_10001541 160.791131312243 -2.9590162308505 0.516026434897165 -5.73423381195612 9.79541283922373e-09 8.59157079753362e-07
CGI_10001543 23.1410886747657 -2.61405483748492 0.544833560112671 -4.79789614454797 1.60340873791533e-06 6.38409847491027e-05
CGI_10001553 572.7870509354 -2.33584207386835 0.612989991625766 -3.81057130749109 0.000138646012472916 0.00232219280669582
CGI_10001563 501.750872958384 1.0147113265436 0.325231510083824 3.11996622431225 0.00180871778068241 0.0161876286983212
CGI_10001564 172.794649939976 -1.81395146229989 0.414100676210439 -4.38046003426004 1.18429013306511e-05 0.000330291423286178
CGI_10001573 6186.26695032083 -3.77814088091719 0.399167420977852 -9.46505321416705 2.93411624432709e-21 2.95954525177792e-18
CGI_10001592 5570.22667689364 4.3378465081449 0.428465585429091 10.1241421847235 4.31747820617497e-24 7.83881343113128e-21
CGI_10001597 67.8122892707812 1.63446227585161 0.555690253986306 2.94131895264784 0.00326817827215341 0.0245600350617621
CGI_10001616 21.7094463700336 -2.1034923987211 0.533341738407349 -3.94398609229889 8.01383076822453e-05 0.00151561574404046
CGI_10001630 393.919608613902 2.61133976361029 0.508151553046596 5.13889950341417 2.7635213717337e-07 1.47139278666267e-05
CGI_10001664 84.7365406494253 1.08985767532446 0.389438079037337 2.79853905919654 0.00513343603368132 0.0342530924761183
CGI_10001673 133.197866351339 1.38049259895222 0.396595876332814 3.48085464659178 0.000499816650035688 0.00621978827830566
CGI_10001707 20.7075099378458 1.92033049525744 0.57024415325074 3.36755841214747 0.000758369592948808 0.00857261731379465
CGI_10001734 60.9712997760067 2.02457898032267 0.443540770879185 4.56458371641813 5.00486454910759e-06 0.000163726704060536
CGI_10001747 195.05703757253 -2.06451332358481 0.451629080331046 -4.57125861353196 4.84803524320176e-06 0.000158882541291645
CGI_10001748 656.44687660707 -1.77970261140326 0.552460817724409 -3.22140965350967 0.00127561673605263 0.0124822189788054
CGI_10001776 55.7117839527798 1.60328432895631 0.537723788532133 2.98161316859893 0.0028673404898004 0.0221627007025394
CGI_10001784 119.236415482834 1.66231797750661 0.422657446297675 3.93301476661042 8.38870822504419e-05 0.00156854157089498
CGI_10001794 3763.66434248923 1.10510418246164 0.343384242372534 3.2182728445143 0.00128965076433428 0.0125742264619822
CGI_10001800 213.916213000613 0.922618142245637 0.319050582262122 2.89176134926355 0.00383088821763691 0.027629119544044
CGI_10001807 294.065368660906 -1.42267646738005 0.389494399922887 -3.65262367741799 0.000259574505855825 0.00376725397947111
CGI_10001813 1492.40854055733 2.15922642733852 0.516399808987528 4.18130756394349 2.89837492908498e-05 0.000684302928640661
CGI_10001819 576.64231888066 -1.12050340352365 0.366551353044122 -3.05687973654479 0.00223653989632825 0.0187819696381756
CGI_10001834 47.8076344171169 1.7677936635354 0.449184710309082 3.93556063
